건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus,카페수,헬스장수,학원수,기타학원수,독서실수,사우나수
청담 르엘,서울특별시 강남구 청담동 134-18번지,0,1,1,0,0,0,0,0,강남구,청담동,23549.0,0.0653955581978003,0.2313474032867637,0.1252282474839696,0.3264257505626566,10548.0,0.3956200227531286,0.2130261660978384,0.391353811149033,103.0,87.0,60.0,233.0,5.0,22.0
청담동 GS자이 아파트,서울특별시 강남구 청담동 134-9번지,0,0,0,0,1,0,0,0,강남구,청담동,23549.0,0.0653955581978003,0.2313474032867637,0.1252282474839696,0.3264257505626566,10548.0,0.3956200227531286,0.2130261660978384,0.391353811149033,103.0,87.0,60.0,233.0,5.0,22.0
청담아이파크,서울특별시 강남구 청담동 130번지,1,0,1,1,1,0,1,0,강남구,청담동,23549.0,0.0653955581978003,0.2313474032867637,0.1252282474839696,0.3264257505626566,10548.0,0.3956200227531286,0.2130261660978384,0.391353811149033,103.0,87.0,60.0,233.0,5.0,22.0
청량리 KT부지 도시형생활주택,서울특별시 동대문구 청량리동 368번지,0,0,0,0,0,1,0,1,동대문구,청량리동,18252.0,0.0303528380451457,0.4165570896340127,0.1184527722989261,0.2291255752794214,10059.0,0.5376279948305001,0.2286509593398946,0.2337210458296053,37.0,12.0,12.0,29.0,1.0,10.0
청량리 병원이적지 복합시설 신축공사,서울특별시 동대문구 청량리동 46번지,0,0,1,1,0,0,0,0,동대문구,청량리동,18252.0,0.0303528380451457,0.4165570896340127,0.1184527722989261,0.2291255752794214,10059.0,0.5376279948305001,0.2286509593398946,0.2337210458296053,37.0,12.0,12.0,29.0,1.0,10.0
청량리4구역 주거복합,서울특별시 동대문구 전농동 620-47번지,0,1,1,1,0,0,0,0,동대문구,전농동,50201.0,0.0561542598753012,0.2877631919682875,0.1364116252664289,0.2810103384394733,23995.0,0.4343821629506147,0.229506147113982,0.3361116899354032,72.0,27.0,78.0,96.0,16.0,6.0
청량리역 롯데캐슬 Sky-L65,서울특별시 동대문구 전농동 620-47번지,0,0,0,0,0,1,0,0,동대문구,전농동,50201.0,0.0561542598753012,0.2877631919682875,0.1364116252664289,0.2810103384394733,23995.0,0.4343821629506147,0.229506147113982,0.3361116899354032,72.0,27.0,78.0,96.0,16.0,6.0
청량리제8구역 주택재개발정비사업,서울특별시 동대문구 청량리동 435번지,0,1,1,1,0,1,0,0,동대문구,청량리동,18252.0,0.0303528380451457,0.4165570896340127,0.1184527722989261,0.2291255752794214,10059.0,0.5376279948305001,0.2286509593398946,0.2337210458296053,37.0,12.0,12.0,29.0,1.0,10.0
충림예하임아파트,서울특별시 서대문구 충정로3가 128-1번지,0,0,0,0,0,0,0,0,서대문구,충정로3가,,0.0561665978605807,0.269844037821303,0.143521155586965,0.2954383412469499,,0.4224513459426962,0.2331317583738626,0.3444168956834411,59.6,24.0,71.2,69.7,10.1,3.9
충무로 헤센 스마트,서울특별시 중구 충무로5가 79-2번지,0,0,0,0,0,0,0,0,중구,충무로5가,,0.0474138486515548,0.2381357321191441,0.1364577372707663,0.3981227132192371,,0.5322412418381118,0.2462627254238541,0.221496032738034,77.3,15.9,5.3,20.0,2.2,6.1
충정도시형생활주택신축공사,서울특별시 서대문구 충정로3가 72-1번지,0,0,0,0,0,0,0,0,서대문구,충정로3가,,0.0561665978605807,0.269844037821303,0.143521155586965,0.2954383412469499,,0.4224513459426962,0.2331317583738626,0.3444168956834411,59.6,24.0,71.2,69.7,10.1,3.9
충정로 SK VIEW,서울특별시 서대문구 합동 118번지,0,0,1,1,1,0,0,0,서대문구,합동,1096.0,0.0684306569343065,0.1350364963503649,0.1432481751824817,0.4543795620437956,649.0,0.6194144838212635,0.1664098613251155,0.2141756548536209,59.6,24.0,71.2,69.7,10.1,3.9
칠성아파트 가로주택정비사업,서울특별시 구로구 구로동 685-280번지,0,0,1,0,0,0,0,0,구로구,구로동,111925.0,0.0439222693768148,0.287076167076167,0.1435782890328344,0.3121733303551485,60012.0,0.523628607611811,0.2224721722322202,0.2538992201559688,312.0,128.0,105.0,278.0,18.0,54.0
크라운빌,서울특별시 종로구 명륜1가 36-17번지,0,0,0,0,0,1,0,0,종로구,명륜1가,,0.0544422561955385,0.2939053873039847,0.1096373666546156,0.2656625009280932,,0.3153247805934234,0.2471317182923759,0.4375435011142006,73.0,16.3,15.0,38.3,2.7,3.3
킴스아파트,서울특별시 중랑구 면목동 1547번지,0,0,0,0,1,0,0,0,중랑구,면목동,131788.0,0.0431678149755668,0.3180183324733663,0.124396758430206,0.2878259022065741,68469.0,0.4805824533730593,0.2504198980560546,0.2689976485708861,135.0,60.0,78.0,123.0,11.0,14.0
태릉해링턴플레이스,서울특별시 노원구 공릉동 230번지,0,0,0,0,0,0,0,0,노원구,공릉동,76533.0,0.0526700900265245,0.2539688761710634,0.1755974546927469,0.279722472658853,36602.0,0.4498934484454401,0.2116824217255887,0.3384241298289711,172.0,72.0,85.0,158.0,20.0,16.0
테라팰리스,서울특별시 광진구 자양동 224-15번지,0,0,0,0,1,0,0,0,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
트리니엘,서울특별시 송파구 방이동 138-4번지,0,0,0,0,1,0,0,0,송파구,방이동,58174.0,0.0473063567916938,0.2404510606112696,0.1497232440609207,0.330456905146629,27932.0,0.4608692539023342,0.2037806100529858,0.3353501360446799,117.0,96.0,190.0,178.0,19.0,37.0
파크원빌,서울특별시 중구 장충동2가 211번지,1,1,0,0,0,1,1,0,중구,장충동2가,,0.0474138486515548,0.2381357321191441,0.1364577372707663,0.3981227132192371,,0.5322412418381118,0.2462627254238541,0.221496032738034,26.0,11.0,1.0,13.0,1.0,0.0
파크하비오,서울특별시 송파구 문정동 618번지,0,0,0,1,0,0,0,0,송파구,문정동,63439.0,0.0524440801399769,0.2316713693469317,0.1460773341320008,0.3715380128942764,32010.0,0.4861918150577944,0.2173070915338956,0.2965010934083099,238.0,83.0,48.0,214.0,7.0,16.0
펜트힐 루 논현,서울특별시 강남구 논현동 211-21번지,0,0,0,0,0,0,0,0,강남구,논현동,39937.0,0.0325262288103763,0.2122342689736334,0.1635075243508525,0.401181861431755,24677.0,0.6405965068687441,0.1751023220002431,0.1843011711310127,341.0,144.0,60.0,350.0,9.0,43.0
펜트힐 캐스케이드,서울특별시 강남구 논현동 106번지,0,0,0,0,0,0,0,0,강남구,논현동,39937.0,0.0325262288103763,0.2122342689736334,0.1635075243508525,0.401181861431755,24677.0,0.6405965068687441,0.1751023220002431,0.1843011711310127,341.0,144.0,60.0,350.0,9.0,43.0
평창동 주거복합단지,서울특별시 종로구 평창동 113-1번지,1,0,0,0,0,0,1,0,종로구,평창동,11346.0,0.0553499030495328,0.3068041600564075,0.110347258945884,0.2653798695575533,4879.0,0.3346997335519573,0.2553802008608321,0.4099200655872105,32.0,15.0,20.0,30.0,3.0,1.0
포레나 노원,서울특별시 노원구 상계동 677번지,1,1,1,1,0,0,1,0,노원구,상계동,193642.0,0.0511562574234928,0.2938102271201495,0.1205626878466448,0.2783125561603371,86328.0,0.3517282920952645,0.2668659067741636,0.3814058011305717,244.0,170.0,306.0,399.0,38.0,32.0
포제스 한강,서울특별시 광진구 광장동 188-2번지,0,0,0,0,0,0,0,0,광진구,광장동,33554.0,0.0707218215413959,0.1875484293973892,0.1111044882875365,0.2962985039041545,11863.0,0.1976734384219843,0.1795498609120795,0.6227767006659362,48.0,23.0,59.0,70.0,6.0,7.0
푸른마을 동아 아파트,서울특별시 성북구 정릉동 210번지,0,0,0,0,1,0,0,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
풍원하임빌,서울특별시 관악구 신림동 10-458번지,0,0,0,0,1,0,0,0,관악구,신림동,238645.0,0.0268013157619057,0.2587567307087934,0.2152066877579668,0.3129753399400783,148459.0,0.6514795330697364,0.1769377403862345,0.1715827265440289,57.0,29.0,18.0,39.0,16.0,9.0
하계1차청구아파트,서울특별시 노원구 하계동 251번지,0,0,0,1,0,0,0,0,노원구,하계동,46429.0,0.041913459260376,0.2719851816752461,0.1509401451678907,0.2442223610243597,20393.0,0.3766978865296915,0.2179669494434364,0.405335164026872,36.0,22.0,47.0,55.0,8.0,2.0
하계5단지,서울특별시 노원구 하계동 272번지,1,1,1,1,0,1,1,0,노원구,하계동,46429.0,0.041913459260376,0.2719851816752461,0.1509401451678907,0.2442223610243597,20393.0,0.3766978865296915,0.2179669494434364,0.405335164026872,36.0,22.0,47.0,55.0,8.0,2.0
하나세인스톤1차,서울특별시 구로구 구로동 110-8번지,0,0,0,0,1,0,0,0,구로구,구로동,111925.0,0.0439222693768148,0.287076167076167,0.1435782890328344,0.3121733303551485,60012.0,0.523628607611811,0.2224721722322202,0.2538992201559688,312.0,128.0,105.0,278.0,18.0,54.0
하나세인스톤2차,서울특별시 구로구 구로동 97-4번지,0,0,0,0,0,0,0,0,구로구,구로동,111925.0,0.0439222693768148,0.287076167076167,0.1435782890328344,0.3121733303551485,60012.0,0.523628607611811,0.2224721722322202,0.2538992201559688,312.0,128.0,105.0,278.0,18.0,54.0
하버라인11단지,서울특별시 구로구 항동 블록,0,0,0,0,0,0,0,0,구로구,항동,16139.0,0.1367494888159117,0.1872482805626123,0.0787533304417869,0.3778424933391164,6243.0,0.2671792407496396,0.2204068556783597,0.5124139035720007,17.0,14.0,34.0,41.0,3.0,2.0
하버라인3단지,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,구로구,항동,16139.0,0.1367494888159117,0.1872482805626123,0.0787533304417869,0.3778424933391164,6243.0,0.2671792407496396,0.2204068556783597,0.5124139035720007,17.0,14.0,34.0,41.0,3.0,2.0
하월곡동 도시형생활주택,서울특별시 성북구 하월곡동 90-646번지,0,0,0,0,0,0,0,0,성북구,하월곡동,37942.0,0.0555584840018976,0.2750777502503821,0.1338358547256338,0.2778714880607242,17169.0,0.3957132040305201,0.231114217485002,0.3731725784844778,63.2,28.7,74.7,82.8,9.6,4.9
한강동부아파트,서울특별시 용산구 이촌동 302-63번지,0,0,0,0,0,0,0,0,용산구,이촌동,32150.0,0.0765785381026438,0.2663763608087092,0.100964230171073,0.2915707620528771,12662.0,0.2442742062865266,0.2597535934291581,0.4959722002843152,20.0,8.0,22.0,35.0,3.0,2.0
한강맨션 주택재건축정비사업,서울특별시 용산구 이촌동 300-23번지,1,1,1,1,0,0,1,0,용산구,이촌동,32150.0,0.0765785381026438,0.2663763608087092,0.100964230171073,0.2915707620528771,12662.0,0.2442742062865266,0.2597535934291581,0.4959722002843152,20.0,8.0,22.0,35.0,3.0,2.0
한강삼익아파트,서울특별시 용산구 이촌동 300-301번지,0,1,1,1,0,1,0,1,용산구,이촌동,32150.0,0.0765785381026438,0.2663763608087092,0.100964230171073,0.2915707620528771,12662.0,0.2442742062865266,0.2597535934291581,0.4959722002843152,20.0,8.0,22.0,35.0,3.0,2.0
한강타운,서울특별시 용산구 산천동 204번지,0,0,0,0,1,0,0,0,용산구,산천동,4795.0,0.0775808133472367,0.2494264859228362,0.1046923879040667,0.3178310740354536,1948.0,0.2659137577002053,0.2592402464065708,0.4748459958932238,50.0,15.2,18.5,47.8,2.3,3.4
한남3재정비촉진구역 주택재개발정비사업,서울특별시 용산구 한남동 686번지,1,1,1,1,0,0,1,0,용산구,한남동,13545.0,0.0645256552233296,0.2548541897379107,0.1093392395717977,0.3503137689184201,7160.0,0.5001396648044693,0.2213687150837988,0.2784916201117318,99.0,37.0,14.0,94.0,2.0,6.0
한남4구역 (30BL),서울특별시 용산구 보광동 448번지,1,1,1,1,0,0,1,0,용산구,보광동,6989.0,0.0211761339247388,0.3433967663471169,0.1214766060952926,0.2860208899699528,4099.0,0.565015857526226,0.2254208343498414,0.2095633081239326,12.0,6.0,11.0,15.0,1.0,4.0
한남4구역 (31BL),서울특별시 용산구 보광동 228-30번지,1,1,1,1,0,0,1,0,용산구,보광동,6989.0,0.0211761339247388,0.3433967663471169,0.1214766060952926,0.2860208899699528,4099.0,0.565015857526226,0.2254208343498414,0.2095633081239326,12.0,6.0,11.0,15.0,1.0,4.0
한남4구역 (32BL),서울특별시 용산구 보광동 360번지,1,1,1,1,0,0,1,0,용산구,보광동,6989.0,0.0211761339247388,0.3433967663471169,0.1214766060952926,0.2860208899699528,4099.0,0.565015857526226,0.2254208343498414,0.2095633081239326,12.0,6.0,11.0,15.0,1.0,4.0
한남4구역 (33BL),서울특별시 용산구 보광동 168-32번지,1,1,1,1,0,0,1,0,용산구,보광동,6989.0,0.0211761339247388,0.3433967663471169,0.1214766060952926,0.2860208899699528,4099.0,0.565015857526226,0.2254208343498414,0.2095633081239326,12.0,6.0,11.0,15.0,1.0,4.0
한남4구역 (34BL),서울특별시 용산구 보광동 114-2번지,1,1,1,1,0,0,1,0,용산구,보광동,6989.0,0.0211761339247388,0.3433967663471169,0.1214766060952926,0.2860208899699528,4099.0,0.565015857526226,0.2254208343498414,0.2095633081239326,12.0,6.0,11.0,15.0,1.0,4.0
한남더힐,서울특별시 용산구 한남동 810번지,0,0,0,0,0,0,0,0,용산구,한남동,13545.0,0.0645256552233296,0.2548541897379107,0.1093392395717977,0.3503137689184201,7160.0,0.5001396648044693,0.2213687150837988,0.2784916201117318,99.0,37.0,14.0,94.0,2.0,6.0
한양수자인에듀힐즈,서울특별시 구로구 항동 블록,0,0,0,0,0,0,0,0,구로구,항동,16139.0,0.1367494888159117,0.1872482805626123,0.0787533304417869,0.3778424933391164,6243.0,0.2671792407496396,0.2204068556783597,0.5124139035720007,17.0,14.0,34.0,41.0,3.0,2.0
한양아이클래스 구로,서울특별시 구로구 개봉동 208-3번지,0,0,0,0,0,0,0,0,구로구,개봉동,81213.0,0.0519621242904461,0.3299841158435226,0.1092435940058857,0.2799921194882592,35932.0,0.3347990649003673,0.2854836914171212,0.3797172436825114,91.0,40.0,91.0,120.0,13.0,20.0
한양연립 일대 가로주택정비사업,서울특별시 광진구 구의동 592-39번지,1,0,1,1,1,0,1,0,광진구,구의동,75353.0,0.046248988096028,0.2503417249479118,0.1547250938914177,0.311971653417913,36702.0,0.4548525965887418,0.2219770039779848,0.3231703994332734,154.0,92.0,175.0,211.0,29.0,21.0
한양연립재건축아파트,서울특별시 강서구 방화동 553-4번지,0,0,0,0,0,0,0,0,강서구,방화동,60833.0,0.0443509279502901,0.3334867588315552,0.1101540282412506,0.3013167195436687,31300.0,0.4803833865814697,0.2459424920127795,0.2736741214057508,135.0,60.0,112.0,162.0,16.0,19.0
한영해시안아파트,서울특별시 광진구 자양동 858번지,0,0,0,0,0,0,0,0,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
한화포레나당산,서울특별시 영등포구 당산동2가 45-5번지,0,0,1,0,0,0,0,0,영등포구,당산동2가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,192.0,85.0,86.0,205.0,9.0,20.0
한화포레나미아,서울특별시 강북구 미아동 705-1번지,1,1,1,1,1,0,1,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
합정동 447일원 가로주택정비사업,서울특별시 마포구 합정동 447번지,1,1,1,0,1,0,1,0,마포구,합정동,15875.0,0.0348346456692913,0.2356535433070866,0.1741732283464566,0.3761259842519685,9109.0,0.5643868701284444,0.2309803491052804,0.2046327807662751,125.0,26.0,16.0,113.0,6.0,4.0
항동지구 3단지 SH아파트,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,구로구,항동,16139.0,0.1367494888159117,0.1872482805626123,0.0787533304417869,0.3778424933391164,6243.0,0.2671792407496396,0.2204068556783597,0.5124139035720007,17.0,14.0,34.0,41.0,3.0,2.0
항동지구 5단지 SH아파트,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,구로구,항동,16139.0,0.1367494888159117,0.1872482805626123,0.0787533304417869,0.3778424933391164,6243.0,0.2671792407496396,0.2204068556783597,0.5124139035720007,17.0,14.0,34.0,41.0,3.0,2.0
항동지구 7단지 SH아파트,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,구로구,항동,16139.0,0.1367494888159117,0.1872482805626123,0.0787533304417869,0.3778424933391164,6243.0,0.2671792407496396,0.2204068556783597,0.5124139035720007,17.0,14.0,34.0,41.0,3.0,2.0
항동지구 8단지 SH아파트,서울특별시 구로구 항동 블록,0,1,1,1,0,0,0,0,구로구,항동,16139.0,0.1367494888159117,0.1872482805626123,0.0787533304417869,0.3778424933391164,6243.0,0.2671792407496396,0.2204068556783597,0.5124139035720007,17.0,14.0,34.0,41.0,3.0,2.0
항동지구 도시형생활주택3단지 SH아파트,서울특별시 구로구 항동 블록,0,0,0,0,0,0,0,0,구로구,항동,16139.0,0.1367494888159117,0.1872482805626123,0.0787533304417869,0.3778424933391164,6243.0,0.2671792407496396,0.2204068556783597,0.5124139035720007,17.0,14.0,34.0,41.0,3.0,2.0
해링턴 플레이스 노원 센트럴,서울특별시 노원구 상계동 690번지,1,0,0,0,1,0,1,1,노원구,상계동,193642.0,0.0511562574234928,0.2938102271201495,0.1205626878466448,0.2783125561603371,86328.0,0.3517282920952645,0.2668659067741636,0.3814058011305717,244.0,170.0,306.0,399.0,38.0,32.0
해링턴플레이스 안암,서울특별시 성북구 안암동3가 132-17번지,1,0,1,1,0,0,1,0,성북구,안암동3가,,0.0546649594854812,0.2836057403285708,0.1333804375054982,0.2762774875526989,,0.3851498476312959,0.2416382977888255,0.3732118545798785,109.0,20.0,34.0,41.0,10.0,6.0
헤렌어반,서울특별시 영등포구 영등포동1가 65-1번지,0,0,0,0,0,0,0,0,영등포구,영등포동1가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,121.0,55.0,23.0,110.0,4.0,22.0
헤센 파크힐,서울특별시 서초구 서초동 1633-4번지,0,0,0,0,0,0,0,0,서초구,서초동,104990.0,0.0632345937708353,0.2129345651966854,0.1359653300314315,0.3272692637394037,46673.0,0.4094658582049579,0.1912883251558717,0.3992458166391704,488.0,243.0,352.0,763.0,48.0,53.0
헬리오시티,서울특별시 송파구 가락동 479번지,1,1,1,1,0,1,1,0,송파구,가락동,82383.0,0.0742386171904397,0.2402801548863236,0.1148416542247793,0.3270334899190367,33699.0,0.3003353215228938,0.2353482299178017,0.4643164485593044,73.0,35.0,97.0,125.0,12.0,7.0
현대 힐스테이트,서울특별시 강서구 화곡동 산70-1번지,1,1,1,1,0,0,1,0,강서구,화곡동,211821.0,0.0439144371898914,0.2711865206943598,0.1474074808446754,0.3204167669872203,107821.0,0.4762801309577911,0.2404633605698333,0.2832565084723755,220.0,132.0,155.0,242.0,28.0,56.0
현대썬앤빌 테헤란,서울특별시 강남구 대치동 894번지,1,0,0,0,1,0,1,0,강남구,대치동,79844.0,0.0537422974800861,0.186864385551826,0.1085992685737187,0.2959896798757577,30168.0,0.2778440731901352,0.1774065234685759,0.5447494033412887,249.0,127.0,1240.0,434.0,130.0,30.0
