건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus
주동제1동,서울특별시 서초구 방배동 911-3번지,0,1,0,0,1,1,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
"주민휴게실1,2",서울특별시 서대문구 홍은동 458번지,0,0,0,0,0,1,0,0,서대문구,홍은동,49810.0,0.05189720939570367,0.2996988556514756,0.12917084922706284,0.2758482232483437,22693.0,0.3833340677742035,0.2501211827435773,0.3665447494822192
주함해븐빌,서울특별시 중랑구 면목동 1538번지,0,0,0,0,0,0,0,0,중랑구,면목동,131788.0,0.04316781497556682,0.3180183324733663,0.12439675843020609,0.28782590220657417,68469.0,0.4805824533730593,0.2504198980560546,0.2689976485708861
중계 불암산 지역주택조합,서울특별시 노원구 중계동 172-1번지,0,0,1,0,0,0,0,0,노원구,중계동,98963.0,0.049745864616068634,0.2518011782181219,0.11191051200953891,0.26082475268534705,39889.0,0.29514402466845496,0.23194364361102057,0.47291233172052444
중계 한화 꿈에그린 The FIRST,서울특별시 노원구 중계동 156-11번지,1,1,1,0,1,1,1,0,노원구,중계동,98963.0,0.049745864616068634,0.2518011782181219,0.11191051200953891,0.26082475268534705,39889.0,0.29514402466845496,0.23194364361102057,0.47291233172052444
중계동 제일주택,서울특별시 노원구 중계동 156-29번지,1,1,1,1,1,1,1,0,노원구,중계동,98963.0,0.049745864616068634,0.2518011782181219,0.11191051200953891,0.26082475268534705,39889.0,0.29514402466845496,0.23194364361102057,0.47291233172052444
중계본동 주택재개발정비구역 공동주택,서울특별시 노원구 중계동 30-3번지,1,1,1,1,0,0,1,0,노원구,중계동,98963.0,0.049745864616068634,0.2518011782181219,0.11191051200953891,0.26082475268534705,39889.0,0.29514402466845496,0.23194364361102057,0.47291233172052444
중계본동 주택재개발정비구역 임대주택,서울특별시 노원구 중계동 30-3번지,1,1,1,1,0,1,1,1,노원구,중계동,98963.0,0.049745864616068634,0.2518011782181219,0.11191051200953891,0.26082475268534705,39889.0,0.29514402466845496,0.23194364361102057,0.47291233172052444
중계센트럴파크,서울특별시 노원구 상계동 1322번지,1,1,1,1,0,1,1,0,노원구,상계동,193642.0,0.051156257423492835,0.29381022712014954,0.12056268784664484,0.2783125561603371,86328.0,0.35172829209526457,0.26686590677416366,0.38140580113057176
중계현대6차아파트,서울특별시 노원구 중계동 34번지,0,0,1,0,0,0,0,0,노원구,중계동,98963.0,0.049745864616068634,0.2518011782181219,0.11191051200953891,0.26082475268534705,39889.0,0.29514402466845496,0.23194364361102057,0.47291233172052444
중랑구 상봉동 109-28번지 역세권 청년주택,서울특별시 중랑구 상봉동 109-28번지,0,1,0,0,0,0,0,0,중랑구,상봉동,43453.0,0.046394955469127565,0.2653901917013785,0.16054127448047315,0.3206913216578832,23192.0,0.519317005864091,0.2227492238703001,0.2579337702656088
중랑숲 Liga아파트,서울특별시 중랑구 망우동 583번지,1,1,1,1,0,1,1,0,중랑구,망우동,53280.0,0.06022897897897898,0.30929054054054056,0.1154466966966967,0.29752252252252254,27021.0,0.47418674364383256,0.2365937604085711,0.28921949594759633
중화동 동양엔파트 2차,서울특별시 중랑구 중화동 208-21번지,0,0,1,1,0,0,0,0,중랑구,중화동,41481.0,0.03804151298184711,0.3353101419927196,0.12453894554133217,0.28567295870398496,22280.0,0.5043985637342908,0.2495511669658887,0.24605026929982046
중화동 세광하니타운 가로주택 정비사업,서울특별시 중랑구 중화동 296-44번지,1,1,1,1,0,0,1,0,중랑구,중화동,41481.0,0.03804151298184711,0.3353101419927196,0.12453894554133217,0.28567295870398496,22280.0,0.5043985637342908,0.2495511669658887,0.24605026929982046
증산 공공주택 복합시설,서울특별시 은평구 증산동 238-4번지,0,0,0,0,1,1,0,1,은평구,증산동,15746.0,0.05893560269274736,0.2876286040899276,0.12415851644862187,0.28337355518861934,6857.0,0.34840309173107775,0.2635263234650722,0.3880705848038501
진달래아파트2차(가칭),서울특별시 강남구 역삼동 762-1번지,1,0,1,1,0,0,1,0,강남구,역삼동,68953.0,0.040041767580815915,0.152857743680478,0.15587429118384988,0.40176642060533985,39460.0,0.6150532184490624,0.14442473390775468,0.24052204764318297
진흥아파트,서울특별시 동작구 사당동 289번지,0,0,0,0,1,0,0,0,동작구,사당동,95098.0,0.048833834570653434,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.23034341363403382,0.2844079958995387
진흥연립재건축아파트,서울특별시 동작구 사당동 ,0,0,0,0,1,0,0,0,동작구,사당동,95098.0,0.048833834570653434,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.23034341363403382,0.2844079958995387
찬솔팰리스,서울특별시 관악구 신림동 1678번지,0,0,0,0,1,1,0,0,관악구,신림동,238645.0,0.02680131576190576,0.2587567307087934,0.21520668775796686,0.31297533994007837,148459.0,0.6514795330697364,0.17693774038623458,0.17158272654402898
천왕 이펜하우스 1단지,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕 이펜하우스 3단지,서울특별시 구로구 천왕동 블록,0,1,1,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕 이펜하우스 5단지,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕2지구 도시형생활주택(2),서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,1,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕동 여성안심주택,서울특별시 구로구 천왕동 산25-8번지,0,0,0,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕역 모아엘가 트레뷰,서울특별시 구로구 오류동 362번지,1,0,1,1,0,0,1,0,구로구,오류동,42619.0,0.04655200732067857,0.2975668129238133,0.14362138952110562,0.30371430582604003,21933.0,0.4863447772762504,0.23562668125655406,0.2780285414671955
천왕연지마을1단지,서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕연지마을2단지,서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,1,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕이펜하우스에스,서울특별시 구로구 천왕동 277-5번지,0,0,0,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕지구 3단지 00아파트,서울특별시 구로구 천왕동 블록,0,1,1,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕지구 5단지 아파트,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
천왕지구1단지 아파트,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,구로구,천왕동,15753.0,0.050276137878499334,0.259379165873167,0.10670983304767345,0.2740430394210627,6287.0,0.28344202322252265,0.27612533799904565,0.4404326387784317
청구 e편한세상,서울특별시 중구 신당동 45번지,0,0,1,1,0,0,0,0,중구,신당동,65531.0,0.04396392547038806,0.3263341014176497,0.12384978101967008,0.28761959988402436,32740.0,0.4526572999389126,0.25363469761759316,0.2937080024434942
청년미래공동체주택,서울특별시 서대문구 홍은동 466번지,0,0,0,0,0,0,0,0,서대문구,홍은동,49810.0,0.05189720939570367,0.2996988556514756,0.12917084922706284,0.2758482232483437,22693.0,0.3833340677742035,0.2501211827435773,0.3665447494822192
청년임대주택,서울특별시 송파구 가락동 38-5번지,0,0,0,0,0,0,0,0,송파구,가락동,82383.0,0.07423861719043978,0.24028015488632362,0.11484165422477939,0.3270334899190367,33699.0,0.30033532152289383,0.23534822991780172,0.46431644855930443
청담 르엘,서울특별시 강남구 청담동 134-18번지,0,1,1,0,0,0,0,0,강남구,청담동,23549.0,0.06539555819780034,0.23134740328676376,0.1252282474839696,0.3264257505626566,10548.0,0.3956200227531286,0.21302616609783845,0.391353811149033
청담동 GS자이 아파트,서울특별시 강남구 청담동 134-9번지,0,0,0,0,1,0,0,0,강남구,청담동,23549.0,0.06539555819780034,0.23134740328676376,0.1252282474839696,0.3264257505626566,10548.0,0.3956200227531286,0.21302616609783845,0.391353811149033
청담아이파크,서울특별시 강남구 청담동 130번지,1,0,1,1,1,0,1,0,강남구,청담동,23549.0,0.06539555819780034,0.23134740328676376,0.1252282474839696,0.3264257505626566,10548.0,0.3956200227531286,0.21302616609783845,0.391353811149033
청량리 KT부지 도시형생활주택,서울특별시 동대문구 청량리동 368번지,0,0,0,0,0,1,0,1,동대문구,청량리동,18252.0,0.030352838045145738,0.4165570896340127,0.11845277229892615,0.22912557527942143,10059.0,0.5376279948305001,0.22865095933989463,0.23372104582960532
청량리 병원이적지 복합시설 신축공사,서울특별시 동대문구 청량리동 46번지,0,0,1,1,0,0,0,0,동대문구,청량리동,18252.0,0.030352838045145738,0.4165570896340127,0.11845277229892615,0.22912557527942143,10059.0,0.5376279948305001,0.22865095933989463,0.23372104582960532
청량리4구역 주거복합,서울특별시 동대문구 전농동 620-47번지,0,1,1,1,0,0,0,0,동대문구,전농동,50201.0,0.05615425987530129,0.2877631919682875,0.13641162526642894,0.2810103384394733,23995.0,0.4343821629506147,0.22950614711398207,0.3361116899354032
청량리역 롯데캐슬 Sky-L65,서울특별시 동대문구 전농동 620-47번지,0,0,0,0,0,1,0,0,동대문구,전농동,50201.0,0.05615425987530129,0.2877631919682875,0.13641162526642894,0.2810103384394733,23995.0,0.4343821629506147,0.22950614711398207,0.3361116899354032
청량리제8구역 주택재개발정비사업,서울특별시 동대문구 청량리동 435번지,0,1,1,1,0,1,0,0,동대문구,청량리동,18252.0,0.030352838045145738,0.4165570896340127,0.11845277229892615,0.22912557527942143,10059.0,0.5376279948305001,0.22865095933989463,0.23372104582960532
충림예하임아파트,서울특별시 서대문구 충정로3가 128-1번지,0,0,0,0,0,0,0,0,서대문구,충정로3가,,0.05616659786058075,0.26984403782130306,0.143521155586965,0.2954383412469499,,0.4224513459426962,0.23313175837386263,0.34441689568344114
충무로 헤센 스마트,서울특별시 중구 충무로5가 79-2번지,0,0,0,0,0,0,0,0,중구,충무로5가,,0.04741384865155486,0.23813573211914413,0.13645773727076638,0.39812271321923715,,0.5322412418381118,0.24626272542385416,0.22149603273803406
충정도시형생활주택신축공사,서울특별시 서대문구 충정로3가 72-1번지,0,0,0,0,0,0,0,0,서대문구,충정로3가,,0.05616659786058075,0.26984403782130306,0.143521155586965,0.2954383412469499,,0.4224513459426962,0.23313175837386263,0.34441689568344114
충정로 SK VIEW,서울특별시 서대문구 합동 118번지,0,0,1,1,1,0,0,0,서대문구,합동,1096.0,0.06843065693430657,0.13503649635036497,0.14324817518248176,0.4543795620437956,649.0,0.6194144838212635,0.16640986132511557,0.21417565485362094
칠성아파트 가로주택정비사업,서울특별시 구로구 구로동 685-280번지,0,0,1,0,0,0,0,0,구로구,구로동,111925.0,0.04392226937681483,0.28707616707616707,0.14357828903283448,0.31217333035514855,60012.0,0.523628607611811,0.2224721722322202,0.25389922015596883
크라운빌,서울특별시 종로구 명륜1가 36-17번지,0,0,0,0,0,1,0,0,종로구,명륜1가,,0.05444225619553851,0.2939053873039847,0.10963736665461561,0.2656625009280932,,0.31532478059342345,0.24713171829237596,0.4375435011142006
킴스아파트,서울특별시 중랑구 면목동 1547번지,0,0,0,0,1,0,0,0,중랑구,면목동,131788.0,0.04316781497556682,0.3180183324733663,0.12439675843020609,0.28782590220657417,68469.0,0.4805824533730593,0.2504198980560546,0.2689976485708861
태릉해링턴플레이스,서울특별시 노원구 공릉동 230번지,0,0,0,0,0,0,0,0,노원구,공릉동,76533.0,0.05267009002652451,0.25396887617106345,0.17559745469274693,0.279722472658853,36602.0,0.44989344844544016,0.21168242172558877,0.3384241298289711
테라팰리스,서울특별시 광진구 자양동 224-15번지,0,0,0,0,1,0,0,0,광진구,자양동,91114.0,0.04685339245341001,0.2736901025089448,0.14747459226902562,0.3048378953838049,44985.0,0.4590419028565077,0.22896521062576414,0.3119928865177281
트리니엘,서울특별시 송파구 방이동 138-4번지,0,0,0,0,1,0,0,0,송파구,방이동,58174.0,0.047306356791693885,0.24045106061126964,0.1497232440609207,0.33045690514662907,27932.0,0.46086925390233424,0.2037806100529858,0.33535013604467995
파크원빌,서울특별시 중구 장충동2가 211번지,1,1,0,0,0,1,1,0,중구,장충동2가,,0.04741384865155486,0.23813573211914413,0.13645773727076638,0.39812271321923715,,0.5322412418381118,0.24626272542385416,0.22149603273803406
파크하비오,서울특별시 송파구 문정동 618번지,0,0,0,1,0,0,0,0,송파구,문정동,63439.0,0.052444080139976985,0.2316713693469317,0.14607733413200083,0.3715380128942764,32010.0,0.48619181505779446,0.21730709153389566,0.2965010934083099
펜트힐 루 논현,서울특별시 강남구 논현동 211-21번지,0,0,0,0,0,0,0,0,강남구,논현동,39937.0,0.03252622881037634,0.21223426897363348,0.16350752435085258,0.401181861431755,24677.0,0.6405965068687441,0.17510232200024314,0.1843011711310127
펜트힐 캐스케이드,서울특별시 강남구 논현동 106번지,0,0,0,0,0,0,0,0,강남구,논현동,39937.0,0.03252622881037634,0.21223426897363348,0.16350752435085258,0.401181861431755,24677.0,0.6405965068687441,0.17510232200024314,0.1843011711310127
평창동 주거복합단지,서울특별시 종로구 평창동 113-1번지,1,0,0,0,0,0,1,0,종로구,평창동,11346.0,0.05534990304953288,0.30680416005640754,0.11034725894588401,0.2653798695575533,4879.0,0.33469973355195737,0.25538020086083213,0.4099200655872105
포레나 노원,서울특별시 노원구 상계동 677번지,1,1,1,1,0,0,1,0,노원구,상계동,193642.0,0.051156257423492835,0.29381022712014954,0.12056268784664484,0.2783125561603371,86328.0,0.35172829209526457,0.26686590677416366,0.38140580113057176
포제스 한강,서울특별시 광진구 광장동 188-2번지,0,0,0,0,0,0,0,0,광진구,광장동,33554.0,0.07072182154139596,0.18754842939738928,0.11110448828753651,0.2962985039041545,11863.0,0.19767343842198432,0.17954986091207958,0.6227767006659362
푸른마을 동아 아파트,서울특별시 성북구 정릉동 210번지,0,0,0,0,1,0,0,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
풍원하임빌,서울특별시 관악구 신림동 10-458번지,0,0,0,0,1,0,0,0,관악구,신림동,238645.0,0.02680131576190576,0.2587567307087934,0.21520668775796686,0.31297533994007837,148459.0,0.6514795330697364,0.17693774038623458,0.17158272654402898
하계1차청구아파트,서울특별시 노원구 하계동 251번지,0,0,0,1,0,0,0,0,노원구,하계동,46429.0,0.04191345926037606,0.2719851816752461,0.15094014516789075,0.24422236102435976,20393.0,0.37669788652969155,0.21796694944343648,0.405335164026872
